movie_id,genre
tt0482571,Drama
tt0482571,Mystery
tt0482571,Sci-Fi
tt0056058,Action
tt0056058,Drama
tt0056058,Mystery
tt0034583,Drama
tt0034583,Romance
tt0034583,War
tt0114814,Crime
tt0114814,Drama
tt0114814,Mystery
tt1675434,Comedy
tt1675434,Drama
tt0095765,Drama
tt0095765,Romance
tt15239678,Action
tt15239678,Adventure
tt15239678,Drama
tt0027977,Comedy
tt0027977,Drama
tt0027977,Romance
tt0078748,Horror
tt0078748,Sci-Fi
tt0047396,Mystery
tt0047396,Thriller
tt0064116,Drama
tt0064116,Western
tt1853728,Comedy
tt1853728,Drama
tt1853728,Western
tt0021749,Comedy
tt0021749,Drama
tt0021749,Romance
tt0078788,Drama
tt0078788,Mystery
tt0078788,War
tt0209144,Mystery
tt0209144,Thriller
tt0910970,Animation
tt0910970,Adventure
tt0910970,Family
tt0082971,Action
tt0082971,Adventure
tt0405094,Drama
tt0405094,Mystery
tt0405094,Thriller
tt23849204,Biography
tt23849204,Drama
tt0043014,Drama
tt0043014,Film-Noir
tt4154756,Action
tt4154756,Adventure
tt4154756,Sci-Fi
tt4633694,Animation
tt4633694,Action
tt4633694,Adventure
tt0050825,Drama
tt0050825,War
tt0051201,Crime
tt0051201,Drama
tt0051201,Mystery
tt0081505,Drama
tt0081505,Horror
tt0032553,Comedy
tt0032553,Drama
tt0032553,War
tt0090605,Action
tt0090605,Adventure
tt0090605,Sci-Fi
tt0361748,Adventure
tt0361748,Drama
tt0361748,War
tt1345836,Action
tt1345836,Drama
tt1345836,Thriller
tt2380307,Animation
tt2380307,Adventure
tt2380307,Drama
tt0086879,Biography
tt0086879,Drama
tt0086879,Music
tt0114709,Animation
tt0114709,Adventure
tt0114709,Comedy
tt0057012,Comedy
tt0057012,War
tt0364569,Action
tt0364569,Drama
tt0364569,Mystery
tt0169547,Drama
tt4154796,Action
tt4154796,Adventure
tt4154796,Drama
tt0082096,Drama
tt0082096,War
tt0119217,Drama
tt0119217,Romance
tt0112573,Biography
tt0112573,Drama
tt0112573,War
tt0119698,Animation
tt0119698,Action
tt0119698,Adventure
tt5311514,Animation
tt5311514,Drama
tt5311514,Fantasy
tt0057565,Crime
tt0057565,Drama
tt0057565,Mystery
tt7286456,Crime
tt7286456,Drama
tt7286456,Thriller
tt1187043,Comedy
tt1187043,Drama
tt0087843,Crime
tt0087843,Drama
tt0045152,Comedy
tt0045152,Musical
tt0045152,Romance
tt8267604,Drama
tt0091251,Drama
tt0091251,Thriller
tt0091251,War
tt0180093,Drama
tt0435761,Animation
tt0435761,Adventure
tt0435761,Comedy
tt0086190,Action
tt0086190,Adventure
tt0086190,Fantasy
tt2106476,Drama
tt0338013,Drama
tt0338013,Romance
tt0338013,Sci-Fi
tt0044741,Drama
tt0062622,Adventure
tt0062622,Sci-Fi
tt0105236,Crime
tt0105236,Thriller
tt0056172,Adventure
tt0056172,Biography
tt0056172,Drama
tt0053604,Comedy
tt0053604,Drama
tt0053604,Romance
tt1255953,Drama
tt1255953,Mystery
tt1255953,War
tt0086250,Crime
tt0086250,Drama
tt0053125,Action
tt0053125,Adventure
tt0053125,Mystery
tt0036775,Crime
tt0036775,Drama
tt0036775,Film-Noir
tt0033467,Drama
tt0033467,Mystery
tt0022100,Crime
tt0022100,Mystery
tt0022100,Thriller
tt0052357,Mystery
tt0052357,Romance
tt0052357,Thriller
tt0113277,Action
tt0113277,Crime
tt0113277,Drama
tt0093058,Drama
tt0093058,War
tt15398776,Biography
tt15398776,Drama
tt15398776,History
tt1049413,Animation
tt1049413,Adventure
tt1049413,Comedy
tt0211915,Comedy
tt0211915,Romance
tt0066921,Crime
tt0066921,Sci-Fi
tt0056592,Crime
tt0056592,Drama
tt1832382,Drama
tt0070735,Comedy
tt0070735,Crime
tt0070735,Drama
tt0095016,Action
tt0095016,Thriller
tt0097576,Action
tt0097576,Adventure
tt0986264,Drama
tt0986264,Family
tt0017136,Drama
tt0017136,Sci-Fi
tt0208092,Comedy
tt0208092,Crime
tt8579674,Action
tt8579674,Drama
tt8579674,History
tt0119488,Crime
tt0119488,Drama
tt0119488,Mystery
tt0040522,Drama
tt0363163,Biography
tt0363163,Drama
tt0363163,History
tt0075314,Crime
tt0075314,Drama
tt8503618,Biography
tt8503618,Drama
tt8503618,History
tt5074352,Action
tt5074352,Biography
tt5074352,Drama
tt0993846,Biography
tt0993846,Comedy
tt0993846,Crime
tt0372784,Action
tt0372784,Crime
tt0372784,Drama
tt0059578,Drama
tt0059578,Western
tt6966692,Biography
tt6966692,Comedy
tt6966692,Drama
tt0053291,Comedy
tt0053291,Music
tt0053291,Romance
tt0120382,Comedy
tt0120382,Drama
tt0055031,Drama
tt0055031,War
tt0012349,Comedy
tt0012349,Drama
tt0012349,Family
tt10272386,Drama
tt10272386,Mystery
tt1130884,Drama
tt1130884,Mystery
tt1130884,Thriller
tt0042192,Drama
tt0469494,Drama
tt0107290,Action
tt0107290,Adventure
tt0107290,Sci-Fi
tt0112641,Crime
tt0112641,Drama
tt1745960,Action
tt1745960,Drama
tt0167404,Drama
tt0167404,Mystery
tt0167404,Thriller
tt0089881,Action
tt0089881,Drama
tt0089881,War
tt0457430,Drama
tt0457430,Fantasy
tt0457430,War
tt0477348,Crime
tt0477348,Drama
tt0477348,Thriller
tt0105695,Drama
tt0105695,Western
tt0084787,Horror
tt0084787,Mystery
tt0084787,Sci-Fi
tt0268978,Biography
tt0268978,Drama
tt0268978,Mystery
tt0266697,Action
tt0266697,Crime
tt0266697,Thriller
tt0040897,Adventure
tt0040897,Drama
tt0040897,Western
tt29623480,Animation
tt29623480,Sci-Fi
tt0055630,Action
tt0055630,Drama
tt0055630,Thriller
tt1392214,Crime
tt1392214,Drama
tt1392214,Mystery
tt0057115,Adventure
tt0057115,Drama
tt0057115,Thriller
tt0266543,Animation
tt0266543,Adventure
tt0266543,Comedy
tt0071853,Adventure
tt0071853,Comedy
tt0071853,Fantasy
tt0347149,Animation
tt0347149,Adventure
tt0347149,Family
tt0080678,Biography
tt0080678,Drama
tt0042876,Crime
tt0042876,Drama
tt0042876,Mystery
tt0046912,Crime
tt0046912,Thriller
tt0031381,Drama
tt0031381,Romance
tt0031381,War
tt0071315,Drama
tt0071315,Mystery
tt0071315,Thriller
tt1305806,Drama
tt1305806,Mystery
tt1305806,Romance
tt0120735,Action
tt0120735,Comedy
tt0120735,Crime
tt2096673,Animation
tt2096673,Adventure
tt2096673,Comedy
tt0434409,Action
tt0434409,Drama
tt0434409,Sci-Fi
tt5027774,Comedy
tt5027774,Crime
tt5027774,Drama
tt0081398,Biography
tt0081398,Drama
tt0081398,Sport
tt4729430,Animation
tt4729430,Adventure
tt4729430,Comedy
tt0117951,Drama
tt0050212,Adventure
tt0050212,Drama
tt0050212,War
tt0264464,Biography
tt0264464,Crime
tt0264464,Drama
tt0116282,Crime
tt0116282,Drama
tt0116282,Thriller
tt1291584,Action
tt1291584,Drama
tt1291584,Sport
tt10872600,Action
tt10872600,Adventure
tt10872600,Fantasy
tt1205489,Drama
tt1201607,Adventure
tt1201607,Family
tt1201607,Fantasy
tt0405159,Drama
tt0405159,Sport
tt0096283,Animation
tt0096283,Comedy
tt0096283,Family
tt1392190,Action
tt1392190,Adventure
tt1392190,Sci-Fi
tt0052618,Adventure
tt0052618,Drama
tt0118849,Drama
tt0118849,Family
tt0118849,Sport
tt0072684,Adventure
tt0072684,Drama
tt0072684,War
tt2024544,Biography
tt2024544,Drama
tt2024544,History
tt0083658,Action
tt0083658,Drama
tt0083658,Sci-Fi
tt0112471,Drama
tt0112471,Romance
tt2278388,Adventure
tt2278388,Comedy
tt2278388,Crime
tt2119532,Biography
tt2119532,Drama
tt2119532,History
tt0097165,Comedy
tt0097165,Drama
tt2267998,Drama
tt2267998,Mystery
tt2267998,Thriller
tt0353969,Crime
tt0353969,Drama
tt0353969,Mystery
tt0107207,Biography
tt0107207,Crime
tt0107207,Drama
tt26548265,Action
tt26548265,Crime
tt26548265,Drama
tt0015864,Adventure
tt0015864,Comedy
tt0015864,Drama
tt0198781,Animation
tt0198781,Adventure
tt0198781,Comedy
tt3011894,Comedy
tt3011894,Drama
tt3011894,Thriller
tt0382932,Animation
tt0382932,Adventure
tt0382932,Comedy
tt0892769,Animation
tt0892769,Action
tt0892769,Adventure
tt0077416,Drama
tt0077416,War
tt0073195,Adventure
tt0073195,Drama
tt0073195,Thriller
tt0015324,Action
tt0015324,Comedy
tt0015324,Romance
tt0017925,Action
tt0017925,Adventure
tt0017925,Comedy
tt0978762,Animation
tt0978762,Comedy
tt0978762,Drama
tt0047296,Crime
tt0047296,Drama
tt0047296,Thriller
tt0046268,Adventure
tt0046268,Drama
tt0046268,Thriller
tt1950186,Action
tt1950186,Biography
tt1950186,Drama
tt0050986,Drama
tt0050986,Romance
tt0031679,Comedy
tt0031679,Drama
tt0041959,Film-Noir
tt0041959,Mystery
tt0041959,Thriller
tt3315342,Action
tt3315342,Drama
tt3315342,Sci-Fi
tt0075148,Drama
tt0075148,Sport
tt0046438,Drama
tt0118715,Comedy
tt0118715,Crime
tt0050976,Drama
tt0050976,Fantasy
tt1895587,Biography
tt1895587,Crime
tt1895587,Drama
tt3170832,Drama
tt3170832,Thriller
tt0088247,Action
tt0088247,Adventure
tt0088247,Sci-Fi
tt0395169,Biography
tt0395169,Drama
tt0395169,History
tt0091763,Drama
tt0091763,War
tt0325980,Action
tt0325980,Adventure
tt0325980,Fantasy
tt0113247,Crime
tt0113247,Drama
tt15097216,Crime
tt15097216,Drama
tt15097216,Mystery
tt0381681,Drama
tt0381681,Romance
tt0019254,Biography
tt0019254,Drama
tt0019254,History
tt0036868,Drama
tt0036868,Romance
tt0036868,War
tt0070047,Horror
tt1979320,Action
tt1979320,Biography
tt1979320,Drama
tt0317705,Animation
tt0317705,Action
tt0317705,Adventure
tt0032138,Adventure
tt0032138,Family
tt0032138,Fantasy
tt0074958,Drama
tt0049902,Drama
tt0049902,Thriller
tt0049902,War
tt0092005,Adventure
tt0092005,Comedy
tt0092005,Drama
tt1028532,Biography
tt1028532,Drama
tt1028532,Family
tt0059742,Biography
tt0059742,Drama
tt0059742,Family
tt0476735,Drama
tt0476735,Family
tt0035446,Comedy
tt0035446,Romance
tt0035446,War
tt4016934,Drama
tt4016934,Romance
tt4016934,Thriller
tt0758758,Adventure
tt0758758,Biography
tt0758758,Drama
tt0058946,Drama
tt0058946,War
tt0129167,Animation
tt0129167,Action
tt0129167,Adventure
tt0032551,Drama
tt0107048,Comedy
tt0107048,Drama
tt0107048,Fantasy
tt0245712,Drama
tt0245712,Thriller
tt0032976,Drama
tt0032976,Mystery
tt0032976,Romance
tt1454029,Drama
tt0061512,Crime
tt0061512,Drama
tt5323662,Animation
tt5323662,Drama
tt4430212,Crime
tt4430212,Drama
tt4430212,Mystery
